counter_id,measurement_id_and_name,measurement_id,measurement_name,measurement_description,measurement_network_profile,measurement_nw_aggregation_levels,network_element_name,netact_name,product_type,description,updated,logical_type,trigger_type,sampling_interval,unit,range,example_values,dependencies_with_other_counters,operability_class,related_to_feature,related_to_standard,3gpp_measurement_name,3gpp_measurement_type,exceptions_to_related_standard,used_from_release,filter,is_archived,logical_type_upper
002046,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE BUSY FULL RATE TCH,,BSC,"Average number of the busy FR TCHs. The average value is calculated by dividing the value of this counter by the value of the next counter.

Counter 002047 is updated along with this counter.","When an FR TCH is seized or released.

The counter is sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002047 (RES AVAIL DENOMINATOR 21),,,,,,,S5,1,0.0,SUM
002047,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 21,,BSC,"Denominator of the average number of the busy FR TCHs.

Counter 002046 is updated along with this counter.",When an FR TCH is seized or released.,Sum,Sample,20 s,Integer number,,,002046 (AVE BUSY FULL RATE TCH),,,,,,,S5,1,0.0,SUM
002048,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE BUSY HALF RATE TCH,,BSC,"Average number of the busy HR TCHs. The average value is calculated by dividing the value of this counter by the value of the next counter.

Counter 002049 is updated along with this counter.","When an HR TCH is seized or released.

The counter is sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002049 (RES AVAIL DENOMINATOR 22),,,,,,,S5,1,0.0,SUM
008207,008: OSI/X.25,008,OSI/X.25,OSI measurement (M008) can measure how the connection between the BSC and the NMS functions.,"BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID",-,FRMR FRM TRANS2,FRMR_FRM_TRANS2,BSC,Number of the type 2 FRMR frames transmitted with an invalid information field.,,Sum,Event,,Integer number,,,,,,,,,,S1,1,0.0,SUM
002049,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 22,,BSC,"Denominator of the average number of busy HR TCHs.

Counter 002048 is updated along with this counter.",,Sum,Sample,20 s,Integer number,,,002048 (AVE BUSY HALF RATE TCH),,,,,,,S5,1,0.0,SUM
002050,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",PEAK BUSY FULL RATE TCH,TCH_PEAK_BUSY_FULL,BSC,Peak number of the busy FR TCHs within a measurement period.,When the number of the busy FR TCHs exceeds the previous peak value.,Max,Event,,Integer number,,,,,,,,,,S5,1,0.0,MAX
002051,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",PEAK BUSY HALF RATE TCH,TCH_PEAK_BUSY_HALF,BSC,Peak number of the busy HR TCHs within a measurement period.,When the number of the busy HR TCHs exceeds the previous peak value.,Max,Event,,Integer number,,,,,,,,,,S5,1,0.0,MAX
002052,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE TCH HOLD TIME HSCSD,AVE_TCH_HOLD_TIME_HSCSD_NUMER,BSC,"Mean holding time of TCHs for HSCSD calls.

Counter 002053 is updated along with this counter.","When an FR TCH is allocated as a part of an HSCSD connection and when the FR TCH is released and marked free. 

Without the denominator, counter 002053 RES AVAIL DENOMINATOR 23, this counter gives the cumulative sum of TCH holding times for HSCSD over the measurement period.",Sum,Duration,,10 ms,,,002053 (RES AVAIL DENOMINATOR 23),,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S7,1,0.0,SUM
002053,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 23,AVE_TCH_HOLD_TIME_HSCSD_DENOM,BSC,"Denominator of the mean holding time of the TCHs for HSCSD calls.

Counter 002052 is updated along with this counter.",Incremented when TCH is released in the end of HSCSD seizure.,Sum,Event,,Integer number,,,002052 (AVE TCH HOLD TIME HSCSD),,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S7,1,0.0,SUM
002054,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE BUSY TCH HSCSD,AVE_BUSY_TCH_HSCSD_NUMER,BSC,"Average number of the allocated TCHs for HSCSD calls (erlang).

Counter 002055 is updated along with this counter.","When an FR TCH connection is seized to HSCSD connection or released from HSCSD connection.

The counter is sampled every 20 seconds.",Sum,Sample,,Integer number,,,002055 (RES AVAIL  DENOMINATOR 24),,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S7,1,0.0,SUM
008208,008: OSI/X.25,008,OSI/X.25,OSI measurement (M008) can measure how the connection between the BSC and the NMS functions.,"BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID",-,FRMR FRM TRANS3,FRMR_FRM_TRANS3,BSC,Number of the type 3 FRMR frames transmitted whose information field is too large.,,Sum,Event,,Integer number,,,,,,,,,,S1,1,0.0,SUM
002055,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL  DENOMINATOR 24,AVE_BUSY_TCH_HSCSD_DENOM,BSC,"Denominator of the average number of allocated TCHs for HSCSD.

Counter 002054 is updated along with this counter.",,Sum,Sample,20 s,Integer number,,,,,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S7,1,0.0,SUM
002056,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",PEAK BUSY HSCSD,PEAK_BUSY_HSCSD,BSC,Peak number of the busy TCHs for HSCSD calls within a measurement period.,When the number of HSCSD FR TCHs exceeds the previous peak value.,Max,Event,,Integer number,,,,,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S7,1,0.0,MAX
002057,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE HSCSD USERS,AVE_HSCSD_USERS_NUMER,BSC,"Average number of the HSCSD users.

Counter 002058 is updated along with this counter.","When an FR TCH is allocated as an HSCSD main channel or when an HSCSD main channel is released.

The counter is sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002058 (RES AVAIL  DENOMINATOR 25),,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S8,1,0.0,SUM
002058,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL  DENOMINATOR 25,AVE_HSCSD_USERS_DENOM,BSC,"Denominator of the average number of the HSCSD users.

Counter 002057 is updated along with this counter.",,Sum,Sample,20 s,Integer number,,,002057 (AVE HSCSD USERS),,• BSS7003: High Speed Circuit Switched Data (HSCSD),,,,,S8,1,0.0,SUM
002059,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE AVAIL TCH TIMESLOT,AVE_AVAIL_TCH_SUM,BSC,"Average number of available TCHs. The average value is calculated by dividing the value of this counter by the value of the next counter.

Counter 002060 is updated along with this counter.","- When a TRX is deblocked
- When a TRX is blocked
- When a TCH TSL is deblocked
- When a TCH TSL is blocked

The counter is sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002060 (RES AVAIL DENOMINATOR 26),,,,,,,S9,1,0.0,SUM
002060,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 26,AVE_AVAIL_TCH_DEN,BSC,"Denominator of the average number of available TCHs (always > 0).

Counter 002059 is updated along with this counter.",,Sum,Sample,20 s,Integer number,,,002059 (AVE AVAIL TCH TIMESLOT),,,,,,,S9,1,0.0,SUM
008209,008: OSI/X.25,008,OSI/X.25,OSI measurement (M008) can measure how the connection between the BSC and the NMS functions.,"BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID",-,FRMR FRM TRANS4,FRMR_FRM_TRANS4,BSC,"Number of the type 4 FRMR frames transmitted (invalid N(R), receive sequence number).",,Sum,Event,,Integer number,,,,,,,,,,S1,1,0.0,SUM
002061,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE GPRS CHANNELS,AVE_GPRS_CHANNELS_SUM,BSC,"Average number of radio time slots delivered for GPRS use. The average value is calculated by dividing the value of this counter by the  value of the next counter. The counter value does not indicate how many time slots has actually been used for GPRS traffic. 

Counter 002062 is updated along with this counter.","When the GPRS territory of the BTS is upgraded or downgraded. In case of Extended cell for GPRS/EDGE feature this counter is updated always under normal area. Includes normal area (E)GPRS TCHs, not extended area (E)GPRS TCHs.

The counter is sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002062 (RES AVAIL DENOMINATOR 27),,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,SUM
002062,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 27,AVE_GPRS_CHANNELS_DEN,BSC,"Denominator of the average number of GPRS channels (always > 0).

Counter 002061 is updated along with this counter.",,Sum,Sample,20 s,Integer number,,,002061 (AVE GPRS CHANNELS),,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,SUM
002063,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",PEAK GPRS CHANNELS,PEAK_GPRS_CHANNELS,BSC,"The peak number of radio time slots delivered for GPRS use within a measurement period. This counter refers to the largest size of the GPRS territory during the measurement period, not the actual number of channels used.","When the number of GPRS TSLs exceeds the previous peak value. In case of Extended cell for GPRS/EDGE feature this counter is updated always under normal area. Includes normal area (E)GPRS TCHs, not extended area (E)GPRS TCHs.",Max,Event,,Integer number,,,,,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,MAX
002064,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE PERMANENT GPRS CH,AVE_PERMANENT_GPRS_CH_SUM,BSC,"Average number of radio time slots delivered for dedicated GPRS use. The average value is calculated by dividing the value of this counter by the value of the next counter.

Counter 002065 is updated along with this counter.","When the dedicated channels of the GPRS territory in the BTS are upgraded or downgraded.

The counter is sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002065 (RES AVAIL DENOMINATOR 28),,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,SUM
002065,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 28,AVE_PERMANENT_GPRS_CH_DEN,BSC,"Denominator of the average number of dedicated GPRS channels (always > 0).

Counter 002064 is updated along with this counter.",,Sum,Sample,20 s,Integer number,,,002064 (AVE PERMANENT GPRS CH),,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,SUM
002089,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",SPARE002089,SPARE002089,BSC,Reserved for future use.,,,,,,,,,,,,,,,S11.5,1,0.0,
002066,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",PEAK PERMANENT GPRS CH,PEAK_PERMANENT_GPRS_CH,BSC,The peak number of radio time slots delivered for dedicated GPRS use within a measurement period.,When the number of the dedicated GPRS TSLs exceeds the previous peak value.,Max,Event,,Integer number,,,,,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,MAX
002067,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE ADD GPRS CH HOLD TIME,AVE_ADD_GPRS_CH_HOLD_TIME_SUM,BSC,"The mean holding time of additional GPRS radio TSLs (the unit of the value is 10 ms). The average value is calculated by dividing the value of this counter by the value of the next counter. Additional GPRS TSL means a TSL in GPRS use beyond the operator defined default GPRS territory.

Counter 002068 is updated along with this counter.","When a TSL is allocated for additional GPRS use and when the use of the TSL as an additional GPRS TSL ends. When used without the denominator 002068, this counter gives the total sum of all additional GPRS channel seizure times over the measurement period. 

The first additional GPRS channel upgrade updates only the denominator counter 002068 RES AVAIL DENOMINATOR 29. This counter is updated when an additional GPRS channel is downgraded or another additional GPRS channel is upgraded.",Sum,Duration,,10 ms,,,002068 (RES AVAIL DENOMINATOR 29),,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,SUM
002068,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",RES AVAIL DENOMINATOR 29,AVE_ADD_GPRS_CH_HOLD_TIME_DEN,BSC,"Denominator of the mean holding time of additional GPRS channels (always > 0, when additional GPRS channels used). Counter 002067 is updated along with this counter.","This counter is triggered for the first time when the first additional channel is upgraded. For the second additional channel this counter is triggered when the additional channel is downgraded. This denominator value gives the total number of all additional GPRS channel seizures during the measurement period. 

The first additional GPRS channel upgrade updates only this denominator counter. 
Counter 002067 AVE ADD GPRS CH HOLD TIME is updated when an additional GPRS channel is downgraded or another additional GPRS channel is upgraded.",Sum,Event,,Integer number,,,002067 (AVE ADD GPRS CH HOLD TIME),,• BSS09006: General Packet Radio Service (GPRS),,,,,S9,1,0.0,SUM
002069,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",AVE NON AVAIL TCH TIMESLOT,AVE_NON_AVAIL_TCH_TIMESLOT,BSC,Average number of the TCH timeslots not available.,"When TCH timeslot is not available, sampled every 20 seconds.",Sum,Sample,20 s,Integer number,,,002070 (NON AVAIL TCH DENOMINATOR),,,,,,,S11.5,1,0.0,SUM
002070,002: Resource Availability,002,Resource Availability,"Resource Availability (M002) registers information on the availability of traffic channels (TCH), the stand-alone dedicated control channels (SDCCH), broadcast control channels (BCCH) and timeslots. 

It also collects information on the availability of the TCHs for each interference band. In addition, time congestion of TCHs and SDCCHs, and the average and peak numbers of busy TCHs or SDCCHs are measured.

The collected information is sampled for averaging at certain intervals. This sampling interval for the defined counters is 20 seconds for statistical items that are averaged. Thus the actual value of this measurement contains averaged information collected within a measurement period. The Resource Availability measurement collects one set of results for each BTS.","BSC-BCF-BTS,SEG,TTP","BSC - BTS;
BSC - BTS",NON AVAIL TCH DENOMINATOR,NON_AVAIL_TCH_DENOM,BSC,Denominator of the average number of the TCHs timeslots not available (always > 0).,The counter is increased by one every 20 seconds.,Sum,Sample,20 s,Integer number,,,002069 (AVE NON AVAIL TCH TIMESLOT),,,,,,,S11.5,1,0.0,SUM
008210,008: OSI/X.25,008,OSI/X.25,OSI measurement (M008) can measure how the connection between the BSC and the NMS functions.,"BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID",-,FRMR FRM REC1,FRMR_FRM_REC1,BSC,Number of the type 1 FRMR frames received with an invalid control field.,,Sum,Event,,Integer number,,,,,,,,,,S1,1,0.0,SUM
